Brand,Model Name,Model Image,Technology,2G bands,GPRS,EDGE,Announced,Status,Dimensions,Weight,SIM,,Type,Size,Resolution,OS,Chipset,CPU,Card slot,Internal,Single,Video,Single_1,Video_1,Loudspeaker,3.5mm jack,WLAN,Bluetooth,GPS,Radio,USB,Sensors,_1,Talk time,Colors,Price,3G bands,4G bands,Speed,GPU,Features,_1_1,Features_1,Stand-by,Performance,Display,Camera,Loudspeaker_1,Audio quality,Battery life,Protection,Charging,NFC,SAR EU,Music play,SAR,Browser,Keyboard
acer,Acer Iconia Tab A110,https://cdn2.gsmarena.com/vv/bigpic/acer-iconia-tab-a210.jpg,No cellular connectivity,N/A,No,No,"2012, October. Released 2012, October",Discontinued,193 x 126.5 x 11.4 mm (7.60 x 4.98 x 0.45 in),390 g (13.76 oz),No,Acer UI,"TFT capacitive touchscreen, 256K colors","7.0 inches, 137.9 cm2 (~56.5% screen-to-body ratio)","600 x 1024 pixels, 16:9 ratio (~170 ppi density)",Android 4.1 (Jelly Bean),Nvidia Tegra 3 T30L,Quad-core 1.2 GHz,"microSD, up to 32 GB (dedicated slot)","8 GB, 1 GB RAM",2 MP,720p@30fps,,,Yes,Yes,Wi-Fi 802.11 b/g/n,"3.0, A2DP","Yes, with A-GPS (3G model), GLONASS",No,microUSB 2.0,"Accelerometer, gyro, compass",No,Up to 7 h 30 min (multimedia),Black/Silver,About 150 EUR,,,,ULP GeForce,,Non-removable Li-Po 3420 mAh battery (12.7 Wh),,Up to 270 h,,,,,,,,,,,,,,
acer,Acer Liquid Z110,https://cdn2.gsmarena.com/vv/bigpic/acer-liquid-z.jpg,GSM / HSPA,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2,Yes,Yes,"2012, October. Released 2012, October",Discontinued,110 x 61.5 x 12.3 mm (4.33 x 2.42 x 0.48 in),100 g (3.53 oz),"Dual SIM (Mini-SIM, dual stand-by)",No,"TFT capacitive touchscreen, 256K colors","3.5 inches, 36.5 cm2 (~53.9% screen-to-body ratio)","320 x 480 pixels, 3:2 ratio (~165 ppi density)",Android 2.3 (Gingerbread),Mediatek MT6575 (40 nm),1.0 GHz Cortex-A9,"microSD, up to 32 GB (dedicated slot)","4 GB, 512 MB RAM",3.15 MP,Yes,,,Yes,Yes,Wi-Fi 802.11 b/g/n,"3.0, A2DP","Yes, with A-GPS",FM radio,microUSB 2.0,"Accelerometer, proximity",SRS audio,Up to 5 h,"Black, White",About 100 EUR,HSDPA 2100 - SIM 1 only,,HSPA 7.2/0.384 Mbps,PowerVR SGX531,,Removable Li-Po 1300 mAh battery,,Up to 450 h,,,,,,,,,,0.53 W/kg (head)     0.64 W/kg (body),,,,
acer,Acer Liquid Gallant E350,https://cdn2.gsmarena.com/vv/bigpic/acer-liquid-gallant-e350.jpg,GSM / HSPA,GSM 850 / 900 / 1800 / 1900,Yes,Yes,"2012, August. Released 2012, September",Discontinued,129 x 65.9 x 9.9 mm (5.08 x 2.59 x 0.39 in),145 g (5.11 oz),Mini-SIM,No,"TFT capacitive touchscreen, 16M colors","4.3 inches, 51.0 cm2 (~60.0% screen-to-body ratio)","540 x 960 pixels, 16:9 ratio (~256 ppi density)",Android 4.0.3 (Ice Cream Sandwich),Mediatek MT6575 (40 nm),1.0 GHz Cortex-A9,"microSD, up to 32 GB (dedicated slot)","4 GB, 1 GB RAM","5 MP, AF",Yes,,,Yes,Yes,"Wi-Fi 802.11 b/g/n, Wi-Fi Direct, hotspot","3.0, A2DP, EDR","Yes, with A-GPS",FM radio,microUSB 2.0,"Accelerometer, proximity",Active noise cancellation with dedicated mic,,"Gentle Black, Ceramic White",About 160 EUR,HSDPA 900 / 2100,,HSPA,PowerVR SGX531,LED flash,Removable Li-Ion 1500 mAh battery,,,,,,,,,,,,0.50 W/kg (head),,0.49 W/kg (head)     0.54 W/kg (body),,
acer,Acer Liquid Gallant Duo,https://cdn2.gsmarena.com/vv/bigpic/acer-liquid-gallant-duo-new.jpg,GSM / HSPA,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2,Yes,Yes,"2012, July. Released 2012, September",Discontinued,129 x 65.9 x 9.9 mm (5.08 x 2.59 x 0.39 in),145 g (5.11 oz),Dual SIM (Mini-SIM),No,"TFT capacitive touchscreen, 16M colors","4.3 inches, 51.0 cm2 (~60.0% screen-to-body ratio)","540 x 960 pixels, 16:9 ratio (~256 ppi density)",Android 4.0.3 (Ice Cream Sandwich),Mediatek MT6575 (40 nm),1.0 GHz Cortex-A9,"microSD, up to 32 GB (dedicated slot)","4 GB, 1 GB RAM","5 MP, AF",Yes,,,Yes,Yes,"Wi-Fi 802.11 b/g/n, Wi-Fi Direct, hotspot","3.0, A2DP, EDR","Yes, with A-GPS",FM radio,microUSB 2.0,"Accelerometer, proximity",Active noise cancellation with dedicated mic,,"Gentle Black, Ceramic White",About 140 EUR,HSDPA 900 / 2100,,HSPA,PowerVR SGX531,LED flash,Removable Li-Ion 1500 mAh battery,,,,,,,,,,,,,,,,
acer,Acer Liquid Glow E330,https://cdn2.gsmarena.com/vv/bigpic/acer-liquid-glow.jpg,GSM / HSPA,GSM 900 / 1800 / 1900,Yes,Yes,"2012, February. Released 2012, August",Discontinued,117 x 58.5 x 11.5 mm (4.61 x 2.30 x 0.45 in),125 g (4.41 oz),Mini-SIM,No,TFT capacitive touchscreen,"3.7 inches, 39.0 cm2 (~56.9% screen-to-body ratio)","480 x 800 pixels, 5:3 ratio (~252 ppi density)",Android 4.0 (Ice Cream Sandwich),Qualcomm MSM7227A Snapdragon S1,1.0 GHz Cortex-A5,"microSD, up to 32 GB (dedicated slot)","1 GB, 512 MB RAM","5 MP, AF",Yes,,,Yes,Yes,"Wi-Fi 802.11 b/g/n, hotspot","3.0, A2DP, EDR","Yes, with A-GPS",FM radio,microUSB 2.0,"Accelerometer, proximity, compass",Active noise cancellation with dedicated mic,,"Black, White, Pink",About 120 EUR,HSDPA 900 / 2100,,HSPA,Adreno 200,LED flash,Removable Li-Ion 1300 mAh battery,,,,,,,,,,,Yes,1.68 W/kg (head)     0.86 W/kg (body),,,,
acer,Acer CloudMobile S500,https://cdn2.gsmarena.com/vv/bigpic/Acer-CloudMobile.jpg,GSM / HSPA,GSM 850 / 900 / 1800 / 1900,Yes,Yes,"2012, February. Released 2012, September",Discontinued,127 x 65.8 x 9.9 mm (5.0 x 2.59 x 0.39 in),122 (4.30 oz),Micro-SIM,HD,"IPS LCD capacitive touchscreen, 16M colors","4.3 inches, 51.0 cm2 (~61.0% screen-to-body ratio)","720 x 1280 pixels, 16:9 ratio (~342 ppi density)",Android 4.0 (Ice Cream Sandwich),Qualcomm MSM8260A Snapdragon S4 Plus,Dual-core 1.5 GHz Krait,"microSD, up to 32 GB (dedicated slot)","8 GB, 1 GB RAM","8 MP, AF",1080p@30fps,,,Yes,Yes,"Wi-Fi 802.11 b/g/n, DLNA, hotspot","4.0, A2DP","Yes, with A-GPS",FM radio,microUSB 2.0,"Accelerometer, proximity, compass",Dolby Mobile Active noise cancellation with dedicated mic,,Black,About 220 EUR,HSDPA 900 / 1900 / 2100,,HSPA,Adreno 225,"LED flash, HDR",Removable Li-Ion 1460 mAh battery,,,,Contrast ratio: 1063:1 (nominal) / 1.931:1 (sunlight),Photo / Video,Voice 59dB / Noise 58dB / Ring 66dB,Noise -81.6dB / Crosstalk -80.0dB,Endurance rating 30h,,,Yes,,,,,
acer,Acer Iconia Tab A210,https://cdn2.gsmarena.com/vv/bigpic/acer-iconia-tab-a200.jpg,No cellular connectivity,N/A,No,No,"2012, Q3. Released 2012, November",Discontinued,259.1 x 175.3 x 12.2 mm (10.20 x 6.90 x 0.48 in),685 g (1.51 lb),No,Acer UI,"TFT capacitive touchscreen, 256K colors","10.1 inches, 295.8 cm2 (~65.1% screen-to-body ratio)","800 x 1280 pixels, 16:10 ratio (~149 ppi density)","Android 4.0 (Ice Cream Sandwich), upgradable to 4.1 (Jelly Bean)",Nvidia Tegra 3,Quad-core 1.2 GHz,"microSD, up to 32 GB (dedicated slot)","8/16 GB, 1 GB RAM",2 MP,Yes,,,"Yes, with stereo speakers",Yes,"Wi-Fi 802.11 b/g/n, hotspot","2.1, EDR","Yes, with GLONASS",No,"microUSB 2.0, USB 2.0, USB Host","Accelerometer, gyro",No,Up to 8 h (multimedia),Titanium Gray,About 260 EUR,,,,ULP GeForce,,Non-removable Li-Po 3260 mAh battery,,,,,,,,,,,,,,,,
acer,Acer Iconia Tab A200,https://cdn2.gsmarena.com/vv/bigpic/acer-iconia-tab-a200.jpg,No cellular connectivity,N/A,No,No,"2012, January. Released 2012, January",Discontinued,260 x 175 x 12.4 mm (10.24 x 6.89 x 0.49 in),700 g (1.54 lb),No,Acer UI,"Capacitive touchscreen, 16M colors","10.1 inches, 295.8 cm2 (~65.0% screen-to-body ratio)","800 x 1280 pixels, 16:10 ratio (~149 ppi density)","Android 3.2 (Honeycomb), upgradable to 4.0 (Ice Cream Sandwich)",Nvidia Tegra 2 T20,Dual-core 1.0 GHz Cortex-A9,"microSD, up to 32 GB (dedicated slot)","8/16 GB, 1 GB RAM",2 MP,Yes,,,Yes,Yes,"Wi-Fi 802.11 b/g/n, hotspot","2.1, A2DP, EDR",Yes,No,"microUSB 2.0, USB 2.0, USB Host","Accelerometer, gyro",No,Up to 8 h (multimedia),Black,About 200 EUR,,,,ULP GeForce,,Non-removable Li-Po 3260 mAh battery,,,,,,,,,,,,,,,,
acer,Acer Iconia Tab A701,https://cdn2.gsmarena.com/vv/bigpic/acer-iconia-tab-a700.jpg,GSM / HSPA,GSM 850 / 900 / 1800 / 1900,Class 10,Class 10,"2012, January. Released 2012, July",Discontinued,259.8 x 175 x 10.9 mm (10.23 x 6.89 x 0.43 in),667 g (1.47 lb),Mini-SIM,Dolby Mobile 3,"LCD capacitive touchscreen, 16M colors","10.1 inches, 295.8 cm2 (~65.1% screen-to-body ratio)","1920 x 1200 pixels, 16:10 ratio (~224 ppi density)",Android 4.0 (Ice Cream Sandwich),Nvidia Tegra 3,Quad-core 1.3 GHz Cortex-A9,"microSD, up to 32 GB (dedicated slot)","16/32/64 GB, 1 GB RAM","5 MP, AF",720p,Yes,,"Yes, with stereo speakers",Yes,"Wi-Fi 802.11 a/b/g/n, dual-band, hotspot, DLNA","2.1, A2DP, EDR","Yes, with A-GPS",No,"microUSB 2.0, USB 2.0","Accelerometer, gyro, compass",HDMI port MP3/WAV/WMA/eAAC+ player XviD/MP4/H.264 player Organizer Document viewer Predictive text input,Up to 12 h (multimedia),Titanium Gray,About 380 EUR,HSDPA 900 / 2100,,HSPA 21.1/5.76 Mbps,ULP GeForce,LED flash,Non-removable Li-Po 9800 mAh battery (36 Wh),,,,,,,,,,,,,,,,
acer,Acer Iconia Tab A700,https://cdn2.gsmarena.com/vv/bigpic/acer-iconia-tab-a700.jpg,No cellular connectivity,N/A,No,No,"2012, January. Released 2012, August",Discontinued,259 x 175 x 11 mm (10.20 x 6.89 x 0.43 in),665 g (1.47 lb),No,Dolby Mobile 3,"LCD capacitive touchscreen, 16M colors","10.1 inches, 295.8 cm2 (~65.3% screen-to-body ratio)","1920 x 1200 pixels, 16:10 ratio (~224 ppi density)",Android 4.0 (Ice Cream Sandwich),Nvidia Tegra 3,Quad-core 1.3 GHz,"microSD, up to 32 GB (dedicated slot)","16/32/64 GB, 1 GB RAM","5 MP, AF",720p,Yes,,"Yes, with stereo speakers",Yes,Wi-Fi 802.11 b/g/n,"2.1, EDR","Yes, with A-GPS",No,"microUSB 2.0, USB 2.0","Accelerometer, gyro, compass",HDMI port MP3/WAV/WMA/eAAC+ player XviD/MP4/H.264 player Organizer Document viewer Predictive text input,Up to 10 h (multimedia),"Titanium Gray, Metallic Red",About 230 EUR,,,,ULP GeForce,LED flash,Non-removable Li-Ion 9800 mAh battery,,,,,,,,,,,,,,,,
acer,Acer Iconia Tab A511,https://cdn2.gsmarena.com/vv/bigpic/acer-iconia-tab-a510.jpg,GSM / HSPA,GSM 850 / 900 / 1800 / 1900,Yes,Yes,"2012, February. Released 2012, August",Discontinued,260 x 175 x 11 mm (10.24 x 6.89 x 0.43 in),777 g (1.71 lb),Mini-SIM,Dolby Mobile Active noise cancellation with dedicated mic,"TFT capacitive touchscreen, 256K colors","10.1 inches, 295.8 cm2 (~65.0% screen-to-body ratio)","1280 x 800 pixels, 16:10 ratio (~149 ppi density)",Android 4.0 (Ice Cream Sandwich),Nvidia Tegra 3,Quad-core 1.3 GHz Cortex-A9,"microSD, up to 32 GB (dedicated slot)","16/32 GB, 1 GB RAM","5 MP, AF",720p,1 MP,,"Yes, with stereo speakers",Yes,"Wi-Fi 802.11 b/g/n, hotspot","2.1, A2DP, EDR","Yes, with A-GPS",No,microUSB 2.0,"Accelerometer, gyro, proximity, compass",HDMI port MP3/WAV/WMA/eAAC+ player MP4/H.264 player Organizer Document viewer Predictive text input,Up to 15 h (multimedia),"Black, Silver",About 250 EUR,HSDPA 850 / 900 / 1900 / 2100,,HSPA 7.2/5.76 Mbps,ULP GeForce,,Non-removable Li-Po 9800 mAh battery (36 Wh),,,,,,,,,,,,,,,,
acer,Acer Iconia Tab A510,https://cdn2.gsmarena.com/vv/bigpic/acer-iconia-tab-a510-new.jpg,No cellular connectivity,N/A,No,No,"2012, February. Released 2012, April",Discontinued,259.1 x 175.3 x 10.2 mm (10.20 x 6.90 x 0.40 in),680 g (1.50 lb),No,Dolby Mobile Active noise cancellation with dedicated mic,"TFT capacitive touchscreen, 256K colors","10.1 inches, 295.8 cm2 (~65.1% screen-to-body ratio)","1280 x 800 pixels, 16:10 ratio (~149 ppi density)",Android 4.0 (Ice Cream Sandwich),Nvidia Tegra 3,Quad-core 1.3 GHz Cortex-A9,"microSD, up to 32 GB (dedicated slot)","16/32 GB, 1 GB RAM","5 MP, AF",720p,1 MP,,"Yes, with stereo speakers",Yes,Wi-Fi 802.11 b/g/n,"2.1, A2DP, EDR",Yes,No,microUSB 2.0,"Accelerometer, gyro, compass",HDMI port MP3/WAV/WMA/eAAC+ player MP4/H.264 player Organizer Office document editor Predictive text input,Up to 15 h (multimedia),"Black, Silver",About 230 EUR,,,,ULP GeForce,,Non-removable Li-Po 9800 mAh battery (36 Wh),,,,,,,,,,,,,,,,
acer,Acer Allegro,https://cdn2.gsmarena.com/vv/bigpic/acer-allego.jpg,GSM / HSPA,GSM 850 / 900 / 1800 / 1900,Yes,Yes,"2011, October. Released 2011, November",Discontinued,116 x 59 x 13 mm (4.57 x 2.32 x 0.51 in),126 g (4.44 oz),Mini-SIM,HSDPA 850 / 1900,"TFT capacitive touchscreen, 16M colors","3.6 inches, 36.9 cm2 (~53.9% screen-to-body ratio)","480 x 800 pixels, 5:3 ratio (~259 ppi density)",Microsoft Windows Phone 7.5 Mango,Qualcomm MSM8255 Snapdragon S2,1.0 GHz Scorpion,No,8 GB,"5 MP, AF",Yes,,,Yes,Yes,"Wi-Fi 802.11 b/g/n, DLNA","2.1, A2DP, EDR","Yes, with A-GPS",No,microUSB 2.0,"Accelerometer, proximity, compass",No,Up to 6 h,"Black, White",About 140 EUR,HSDPA 900 / 2100,,HSPA,Adreno 205,,Removable Li-Ion 1300 mAh battery,,,,,,,,,,,,,,,HTML5,
acer,Acer Liquid Express E320,https://cdn2.gsmarena.com/vv/bigpic/acer-c6-liquid-express.jpg,GSM / HSPA,GSM 850 / 900 / 1800 / 1900,Yes,Yes,"2011, September. Released 2011, November",Discontinued,115 x 60.8 x 13.4 mm (4.53 x 2.39 x 0.53 in),138 g (4.87 oz),Mini-SIM,Touch sensitive controls Acer UI,"TFT capacitive touchscreen, 256K colors","3.5 inches, 33.8 cm2 (~48.3% screen-to-body ratio)","320 x 480 pixels, 16:9 ratio (~210 ppi density)",Android 2.3 (Gingerbread),Qualcomm MSM7227T-1 Snapdragon S1,800MHz ARM 11,"microSD, up to 32 GB (dedicated slot), 2 GB included","512 MB RAM, 512 MB","5 MP, AF",Yes,,,Yes,Yes,"Wi-Fi 802.11 b/g/n, hotspot","2.1, A2DP, EDR","Yes, with A-GPS","Stereo FM radio, RDS",microUSB 2.0,"Accelerometer, proximity",No,Up to 8 h (2G) / Up to 6 h 40 min (3G),Black,About 90 EUR,HSDPA 900 / 2100,,HSPA,Adreno 200,LED flash,Removable Li-Ion battery,,Up to 400 h (2G) / Up to 480 h (3G),,,,,,,,,Region specific,,,,,
acer,Acer Iconia Tab A501,https://cdn2.gsmarena.com/vv/bigpic/Acer-IconiaTab-A500-Tablet-new.jpg,GSM / HSPA,GSM 850 / 900 / 1800 / 1900,Yes,Yes,"2011, February. Released 2011, April",Discontinued,260 x 177 x 13.3 mm (10.24 x 6.97 x 0.52 in),777 g (1.71 lb),Mini-SIM,Acer UI,"LCD capacitive touchscreen, 256K colors","10.1 inches, 295.8 cm2 (~64.3% screen-to-body ratio)","800 x 1280 pixels, 16:10 ratio (~149 ppi density)","Android 3.0 (Honeycomb), upgradable to 3.2 (Honeycomb)",Nvidia Tegra 2 T20,Dual-core 1.0 GHz Cortex-A9,"microSD, up to 32 GB (dedicated slot)","16/32/64 GB, 1 GB RAM","5 MP, AF",Yes,2 MP,,"Yes, with stereo speakers",Yes,"Wi-Fi 802.11 b/g/n, hotspot","2.1, A2DP, EDR","Yes, with A-GPS",No,"microUSB 2.0, USB 2.0","Accelerometer, gyro, proximity, compass",Dolby mobile Active noise cancellation with dedicated mic,Up to 8 h,Black,About 490 EUR,HSDPA 900 / 2100,,HSPA 21.1/5.76 Mbps,ULP GeForce,LED flash,Non-removable Li-Po 3260 mAh battery (24.1 Wh),,Up to 400 h,,,,,,,,,,,,,"HTML, Adobe Flash",
acer,Acer Iconia Smart,https://cdn2.gsmarena.com/vv/bigpic/acer-iconia-smart-new.jpg,GSM / HSPA,GSM 850 / 900 / 1800 / 1900,Yes,Yes,"2011, February. Released 2011, August",Discontinued,141.7 x 64.5 x 13.6 mm (5.58 x 2.54 x 0.54 in),185 g (6.53 oz),Mini-SIM,HSDPA 850 / 1900 / 2100 - American version,"TFT capacitive touchscreen, 16M colors","4.8 inches, 57.1 cm2 (~62.5% screen-to-body ratio)",480 x 1024 pixels (~236 ppi density),Android 2.3 (Gingerbread),Qualcomm MSM8255-1 Snapdragon S2,1.0 GHz Scorpion,"microSD, up to 32 GB (dedicated slot)","8 GB, 512 MB RAM","8 MP, AF",720p@30fps,2 MP,,Yes,Yes,"Wi-Fi 802.11 b/g/n, UPnP, DLNA, hotspot","2.1, A2DP, EDR","Yes, with A-GPS","Stereo FM radio, RDS",microUSB 2.0,"Accelerometer, gyro, proximity",Acer UI 4.2,Up to 11 h (2G) / Up to 8 h (3G),Silver,About 220 EUR,HSDPA 900 / 1900 / 2100,,HSPA 14.4/5.76 Mbps,Adreno 205,LED flash,Removable Li-Po 1500 mAh battery,,Up to 450 h (2G) / Up to 500 h (3G),,,,,,,Corning Gorilla Glass,,,,,,"HTML, Adobe Flash",
acer,Acer Iconia Tab A500,https://cdn2.gsmarena.com/vv/bigpic/Acer-IconiaTab-A500-Tablet-new.jpg,No cellular connectivity,N/A,No,No,"2011, February. Released 2011, April",Discontinued,260 x 177 x 13.3 mm (10.24 x 6.97 x 0.52 in),730 g (1.61 lb),No,Acer UI,"LCD capacitive touchscreen, 256K colors","10.1 inches, 295.8 cm2 (~64.3% screen-to-body ratio)","800 x 1280 pixels, 16:10 ratio (~149 ppi density)","Android 3.0, upgradable to 4.0 (Ice Cream Sandwich)",Nvidia Tegra 2 T20,Dual-core 1.0 GHz Cortex-A9,"microSD, up to 32 GB (dedicated slot)","16/32 GB, 1 GB RAM","5 MP, AF",Yes,2 MP,,"Yes, with stereo speakers",Yes,"Wi-Fi 802.11 b/g/n, hotspot","2.1, A2DP, EDR",Yes,No,"microUSB 2.0, USB 2.0","Accelerometer, gyro, proximity",HDMI port MP3/WAV/WMA/eAAC+ player XviD/MP4/H.264 player Organizer Document viewer  Predictive text input,Up to 6 h,Black,About 200 EUR,,,,ULP GeForce,LED flash,Non-removable Li-Po 3260 mAh battery,,Up to 200 h,,,,,,,,,,,,,"HTML, Adobe Flash",
acer,Acer Iconia Tab A101,https://cdn2.gsmarena.com/vv/bigpic/acer-iconia-tab-a100.jpg,GSM / HSPA,GSM 850 / 900 / 1800 / 1900,Yes,Yes,"2011, February. Released 2011, May",Discontinued,195 x 117 x 13.1 mm (7.68 x 4.61 x 0.52 in),470 g (1.04 lb),Mini-SIM,Acer UI,"LCD capacitive touchscreen, 16M colors","7.0 inches, 137.9 cm2 (~60.4% screen-to-body ratio)","600 x 1024 pixels, 16:9 ratio (~170 ppi density)",Android 3.2 (Honeycomb),Nvidia Tegra 2 T20,Dual-core 1.0 GHz Cortex-A9,"microSD, up to 32 GB (dedicated slot)","8/16 GB, 1 GB RAM","5 MP, AF",720p@30fps,2 MP,,"Yes, with stereo speakers",Yes,"Wi-Fi 802.11 b/g/n, hotspot","2.1, A2DP, EDR","Yes, with A-GPS",No,microUSB 2.0,"Accelerometer, gyro, compass",Dolby mobile,,"Black/Red, Black/Blue",About 260 EUR,HSDPA 850 / 900 / 1900 / 2100,,HSPA 21.1/5.76 Mbps,ULP GeForce,LED flash,Non-removable Li-Po 1530 mAh battery,,,,,,,,,,,,,,,"HTML, Adobe Flash",
acer,Acer Iconia Tab A100,https://cdn2.gsmarena.com/vv/bigpic/acer-iconia-tab-a100.jpg,No cellular connectivity,N/A,No,No,"2011, February. Released 2011, April",Discontinued,195 x 117 x 13.1 mm (7.68 x 4.61 x 0.52 in),450 g (0.99 lb),No,Acer UI,"LCD capacitive touchscreen, 16M colors","7.0 inches, 137.9 cm2 (~60.4% screen-to-body ratio)","600 x 1024 pixels, 16:9 ratio (~170 ppi density)","Android 3.0, upgradable to 4.0 (Ice Cream Sandwich)",Nvidia Tegra 2 T20,Dual-core 1.0 GHz Cortex-A9,"microSD, up to 32 GB (dedicated slot)","8/16 GB, 1 GB RAM","5 MP, AF",720p@30fps,2 MP,,"Yes, with stereo speakers",Yes,"Wi-Fi 802.11 b/g/n, hotspot","2.1, A2DP, EDR",Yes,No,microUSB 2.0,"Accelerometer, gyro, compass",Dolby mobile,,"Black/Red, Black/Blue",About 100 EUR,,,,ULP GeForce,LED flash,Non-removable Li-Po 1530 mAh battery,,,,,,,,,,,,,,,"HTML, Adobe Flash",
acer,Acer Liquid mini E310,https://cdn2.gsmarena.com/vv/bigpic/acer-liquidmini.jpg,GSM / HSPA,GSM 850 / 900 / 1800 / 1900,Yes,Yes,"2011, January. Released 2011, April",Discontinued,110.4 x 57.5 x 13 mm (4.35 x 2.26 x 0.51 in),108 g (3.81 oz),Mini-SIM,HSDPA 850 / 1900 - American version,"TFT capacitive touchscreen, 256K colors","3.2 inches, 30.5 cm2 (~48.0% screen-to-body ratio)","320 x 480 pixels, 3:2 ratio (~180 ppi density)","Android 2.2 (Froyo), upgradable to 2.3 (Gingerbread)",Qualcomm MSM7227-1 Snapdragon S1,600 MHz ARM 11,"microSD, up to 32 GB (dedicated slot), 2 GB included","512 MB RAM, 512 MB",5 MP,480p@30fps,,,Yes,Yes,"Wi-Fi 802.11 b/g, DLNA, hotspot","2.1, A2DP, EDR","Yes, with A-GPS","Stereo FM radio, RDS",microUSB 2.0,"Accelerometer, proximity, compass",Touch sensitive controls Acer UI,Up to 8 h (2G) / Up to 6 h 30 min (3G),"blue, pink, silver, black, green, lagoon, cherry, pearl, steel",About 120 EUR,HSDPA 900 / 2100,,HSPA 7.2/0.384 Mbps,Adreno 200,,Removable Li-Ion 1300 mAh battery,,Up to 400 h (2G) / Up to 480 h (3G),,,,,,,,,,,,,HTML,
