Brand,Model Name,Model Image,Technology,2G bands,GPRS,EDGE,Announced,Status,Dimensions,Weight,SIM,,Type,Size,Resolution,OS,Chipset,CPU,Card slot,Internal,Single,Video,Single_1,Video_1,Loudspeaker,3.5mm jack,WLAN,Bluetooth,GPS,Radio,USB,Sensors,_1,Talk time,Colors,Price,3G bands,4G bands,Speed,GPU,Features,_1_1,Features_1,Stand-by,Performance,Display,Camera,Loudspeaker_1,Audio quality,Battery life,Protection,Charging,NFC,SAR EU,Music play,SAR,Browser,Keyboard
acer,Acer beTouch E210,https://cdn2.gsmarena.com/vv/bigpic/acer-betouch-e210.jpg,GSM / HSPA,GSM 850 / 900 / 1800 / 1900,Yes,Yes,"2011, January. Released 2011, Q2",Discontinued,116 x 63 x 12 mm (4.57 x 2.48 x 0.47 in),109 g (3.84 oz),Mini-SIM,HSDPA 850 / 1900,"TFT resistive touchscreen, 256K colors","2.6 inches, 20.9 cm2 (~28.6% screen-to-body ratio)","320 x 240 pixels, 4:3 ratio (~154 ppi density)",Android 2.2 (Froyo),Qualcomm MSM7227 Snapdragon S1,600 MHz ARM 11,"microSD, up to 32 GB (dedicated slot)","256 MB RAM, 512 MB",3.15 MP,Yes,,,Yes,Yes,"Wi-Fi 802.11 b/g, hotspot","2.1, A2DP, EDR","Yes, with A-GPS",Stereo FM radio,microUSB 2.0,"Accelerometer, compass",Optical trackpad,,"Black, White",About 150 EUR,HSDPA 900 / 2100,,HSPA 7.2/2 Mbps,Adreno 200,,Removable Li-Ion 1300 mAh battery,,,,,,,,,,,,0.92 W/kg (head),,0.92 W/kg (head)     0.88 W/kg (body),HTML,QWERTY
acer,Acer beTouch E140,https://cdn2.gsmarena.com/vv/bigpic/Acer-beTouch-E140-ofic.jpg,GSM / HSPA,GSM 850 / 900 / 1800 / 1900,Yes,Yes,"2010, December. Released 2010, December",Discontinued,104.5 x 55.8 x 12.8 mm (4.11 x 2.20 x 0.50 in),95 g (3.35 oz),Mini-SIM,No,"TFT resistive touchscreen, 256K colors","2.8 inches, 24.3 cm2 (~41.6% screen-to-body ratio)","240 x 320 pixels, 4:3 ratio (~143 ppi density)",Android 2.2 (Froyo),Qualcomm MSM7227 Snapdragon S1,600 MHz ARM 11,"microSD, up to 32 GB (dedicated slot)","256 MB RAM, 512 MB",3.15 MP,Yes,,,Yes,Yes,"Wi-Fi 802.11 b/g, hotspot","2.1, A2DP, EDR","Yes, with A-GPS","Stereo FM radio, RDS",microUSB 2.0,"Accelerometer, compass",MP3/WAV/WMA/eAAC+ player MP4/WMV/H.264 player Organizer Voice memo Predictive text input,Up to 6 h (2G) / Up to 5 h (3G),Black,About 110 EUR,HSDPA 900 / 2100,,HSPA 7.2/2 Mbps,Adreno 200,,Removable Li-Ion 1300 mAh battery,,Up to 400 h (2G) / Up to 500 h (3G),,,,,,,,,,,,,HTML,
acer,Acer beTouch T500,https://cdn2.gsmarena.com/vv/bigpic/acer-betouch-t500.jpg,GSM,GSM 900 / 1800 / 1900,Class 10,Class 10,"2010, October. Released 2010, Q4",Discontinued,118.5 x 58 x 13.5 mm (4.67 x 2.28 x 0.53 in),130 g (4.59 oz),Mini-SIM,TD-SCDMA,TFT touchscreen,"3.2 inches, 30.5 cm2 (~44.4% screen-to-body ratio)","320 x 480 pixels, 3:2 ratio (~180 ppi density)",Android-based OPhone 1.5,,,"microSD, up to 32 GB (dedicated slot)","256 MB RAM, 512 MB",3.15 MP,Yes,,,Yes,No,Wi-Fi 802.11 b/g,"2.1, A2DP","Yes, with A-GPS",No,microUSB 2.0,Accelerometer,,,Black,About 70 EUR,,,TD-SCDMA,,,Removable Li-Ion 1500 mAh battery,,,,,,,,,,,,,,,HTML,
acer,Acer Liquid mt,https://cdn2.gsmarena.com/vv/bigpic/acer-liquid-metal-ofic.jpg,GSM / HSPA,GSM 850 / 900 / 1800 / 1900,Yes,Yes,"2010, October. Released 2010, November",Discontinued,115 x 63 x 13.5 mm (4.53 x 2.48 x 0.53 in),135 g (4.76 oz),Mini-SIM,Acer UI 4.0 Breeze,"TFT capacitive touchscreen, 16M colors","3.6 inches, 36.9 cm2 (~50.9% screen-to-body ratio)","480 x 800 pixels, 5:3 ratio (~259 ppi density)",Android 2.2 (Froyo),Qualcomm MSM7230,800 MHz Scorpion,"microSD, up to 32 GB (dedicated slot)","512 MB RAM, 512 MB","5 MP, AF",720p@30fps,,,Yes,Yes,"Wi-Fi 802.11 b/g/n, UPnP, hotspot","2.1, A2DP","Yes, with A-GPS",No,microUSB 2.0,"Accelerometer, proximity, compass",No,Up to 11 h (2G) / Up to 8 h (3G),Silver,About 70 EUR,HSDPA 850 / 1900 / 2100,,HSPA 14.4/2 Mbps,Adreno 205,LED flash,Removable Li-Ion 1500 mAh battery,,Up to 450 h (2G) / Up to 550 h (3G),,,,,,,,,,,,,"HTML, Adobe Flash",
acer,Acer beTouch E130,https://cdn2.gsmarena.com/vv/bigpic/acer-130-ofic.jpg,GSM / HSPA,GSM 850 / 900 / 1800 / 1900,Class 10,Class 10,"2010, June. Released 2010, August",Discontinued,115 x 62.5 x 11.5 mm (4.53 x 2.46 x 0.45 in),109 g (3.84 oz),Mini-SIM,HSDPA 850 / 1900,"TFT touchscreen, 65K colors","2.6 inches, 20.9 cm2 (~29.1% screen-to-body ratio)","320 x 240 pixels, 4:3 ratio (~154 ppi density)",Android 1.6 (Donut),ST Ericsson PNX6715,416 MHz,"microSD, up to 32 GB (dedicated slot)","256 MB RAM, 512 MB",3.15 MP,Yes,,,Yes,Yes,Wi-Fi 802.11 b/g,"2.0, A2DP","Yes, with A-GPS","Stereo FM radio, RDS",microUSB 2.0,"Accelerometer, compass",Optical trackpad,Up to 6 h,"Black, White",About 90 EUR,HSDPA 900 / 2100,,HSPA 3.6/0.384 Mbps,,,Removable Li-Ion 1500 mAh battery,,Up to 600 h,,,,,,,,,,,,,HTML,QWERTY
acer,Acer beTouch E120,https://cdn2.gsmarena.com/vv/bigpic/acer-e120.jpg,GSM / HSPA,GSM 850 / 900 / 1800 / 1900,Class 10,Class 10,"2010, June. Released 2010, Q3",Discontinued,104.5 x 54 x 13.2 mm (4.11 x 2.13 x 0.52 in),105 g (3.70 oz),Mini-SIM,HSDPA 850 / 1900,TFT capacitive touchscreen,"2.8 inches, 24.3 cm2 (~43.0% screen-to-body ratio)","240 x 320 pixels, 4:3 ratio (~143 ppi density)",Android 1.6 (Donut),,"ST Ericsson PNX6715, 416 MHz","microSD, up to 32 GB (dedicated slot)","256 MB RAM, 512 MB",3.15 MP,Yes,,,Yes,Yes,Wi-Fi 802.11 b/g,"2.0, A2DP","Yes, with A-GPS","Stereo FM radio, RDS",microUSB 2.0,"Accelerometer, compass",No,Up to 6 h,"Black, White",About 70 EUR,HSDPA 900 / 2100,,HSPA 3.6/0.384 Mbps,,,Removable Li-Ion 1500 mAh battery,,Up to 600 h,,,,,,,,,,,,,HTML,
acer,Acer Stream,https://cdn2.gsmarena.com/vv/bigpic/acer-liquid-stream-ofic.jpg,GSM / HSPA,GSM 850 / 900 / 1800 / 1900,Class 10,Class 10,"2010, May. Released 2010, August",Discontinued,119.5 x 63 x 11.2 mm (4.70 x 2.48 x 0.44 in),140 g (4.94 oz),Mini-SIM,HSDPA 900 / 1900 / 2100,"AMOLED capacitive touchscreen, 16M colors","3.7 inches, 39.0 cm2 (~51.8% screen-to-body ratio)","480 x 800 pixels, 5:3 ratio (~252 ppi density)",Android 2.1 (Eclair),Qualcomm QSD8250 Snapdragon S1,1.0 GHz Scorpion,"microSD, up to 32 GB (dedicated slot), 8 GB included","2 GB, 512 MB RAM","5 MP, AF",720p@24fps,,,Yes,Yes,"Wi-Fi 802.11 b/g/n, DLNA & UPnP technology","2.1, A2DP","Yes, with A-GPS","Stereo FM radio, RDS",microUSB 2.0,"Accelerometer, proximity, compass",Acer Touch 3D UI v4.0,Up to 5 h (3G),Black,About 130 EUR,HSDPA 850 / 1900 / 2100,,HSPA 7.2/2 Mbps,Adreno 200,,Removable Li-Ion 1400 mAh battery,,Up to 400 h (3G),,,Photo,Voice 63dB / Noise 65dB / Ring 75dB,,,,,,,,,HTML,
acer,Acer Liquid E,https://cdn2.gsmarena.com/vv/bigpic/acer-liquid-e-new.jpg,GSM / HSPA,GSM 850 / 900 / 1800 / 1900,Class 10,Class 10,"2010, February. Released 2010, August",Discontinued,115 x 62.5 x 12.5 mm (4.53 x 2.46 x 0.49 in),135 g (4.76 oz),Mini-SIM,Acer UI 3.0,"TFT capacitive touchscreen, 256K colors","3.5 inches, 34.9 cm2 (~48.5% screen-to-body ratio)","480 x 800 pixels, 5:3 ratio (~267 ppi density)","Android 2.1 (Eclair), upgradable to Android 2.2 (Froyo)",Qualcomm QSD8250 Snapdragon S1,768 MHz Scorpion,"microSD, up to 32 GB (dedicated slot)","512 MB RAM, 512 MB","5 MP, AF",480p@20fps,,,Yes,Yes,Wi-Fi 802.11 b/g,"2.0, A2DP","Yes, with A-GPS",No,miniUSB,"Accelerometer, proximity",No,Up to 5 h,"Black, White, Red, Ferrari edition",About 90 EUR,HSDPA 900 / 1900 / 2100,,HSPA 7.2/2 Mbps,Adreno 200,,Removable Li-Ion 1350 mAh battery,,Up to 400 h,,,,,,,,,,,,,"HTML, Adobe Flash",
acer,Acer neoTouch P400,https://cdn2.gsmarena.com/vv/bigpic/acer-neotouch-p400.jpg,GSM / HSPA,GSM 850 / 900 / 1800 / 1900,Class 10,Class 10,"2010, February. Released 2010, May",Discontinued,115 x 59.3 x 12 mm (4.53 x 2.33 x 0.47 in),125 g (4.41 oz),Mini-SIM,HSDPA 850 / 900 / 2100,"TFT resistive touchscreen, 256K colors","3.2 inches, 30.5 cm2 (~44.7% screen-to-body ratio)","320 x 480 pixels, 3:2 ratio (~180 ppi density)",Microsoft Windows Mobile 6.5.3 Professional,Qualcomm MSM7227 Snapdragon S1,600 MHz ARM 11,microSD (dedicated slot),"256 MB RAM, 512 MB ROM","3.15 MP, AF",Yes,,,Yes,Yes,Wi-Fi 802.11 b/g,"2.1, A2DP","Yes, with A-GPS",Stereo FM radio,2.0,"Accelerometer, compass",No,Up to 5 h,Black,About 100 EUR,HSDPA 900 / 2100,,HSPA,Adreno 200,,Removable Li-Po 1090 mAh battery,,Up to 400 h,,,,,,,,,,,,,"WAP 2.0/xHTML, HTML",
acer,Acer beTouch E400,https://cdn2.gsmarena.com/vv/bigpic/acer-betouch-e400.jpg,GSM / HSPA,GSM 850 / 900 / 1800 / 1900,Class 10,Class 10,"2010, February. Released 2010, April",Discontinued,115 x 59.3 x 12 mm (4.53 x 2.33 x 0.47 in),125 g (4.41 oz),Mini-SIM,HSDPA 850 / 900 / 2100,"TFT resistive touchscreen, 256K colors","3.2 inches, 30.5 cm2 (~44.7% screen-to-body ratio)","320 x 480 pixels, 3:2 ratio (~180 ppi density)",Android 2.1 (Eclair),Qualcomm MSM7227 Snapdragon S1,600 MHz ARM 11,microSD (dedicated slot),"256 MB RAM, 512 MB","3.15 MP, AF",Yes,,,Yes,Yes,Wi-Fi 802.11 b/g,"2.0, A2DP","Yes, with A-GPS",Stereo FM radio,2.0,"Accelerometer, compass",Digital compass Acer UI,Up to 5 h,"Soft-touch Black, Ceramic White and Pearl Red with 3 exchangeable battery covers",About 80 EUR,HSDPA 900 / 2100,,HSPA 3.6/0.384 Mbps,Adreno 200,,Removable Li-Po 1090 mAh battery,,Up to 400 h,,,,,,,,,,,,,HTML,
acer,Acer neoTouch P300,https://cdn2.gsmarena.com/vv/bigpic/acer-p300.jpg,GSM / HSPA,GSM 850 / 900 / 1800 / 1900,Class 10,Class 10,"2010, February. Released 2010, Q2",Discontinued,110 x 55 x 15.1 mm (4.33 x 2.17 x 0.59 in),130.6g (4.59 oz),Mini-SIM,No,"TFT resistive touchscreen, 65K colors","3.2 inches, 29.1 cm2 (~48.2% screen-to-body ratio)","240 x 400 pixels, 5:3 ratio (~146 ppi density)",Microsoft Windows Mobile 6.5.3,Qualcomm MSM7225 Snapdragon S1,528 MHz ARM 11,microSD (dedicated slot),"256 MB RAM, 512 MB ROM","3.15 MP, AF",Yes,,,Yes,Yes,Wi-Fi 802.11 b/g,"2.0, A2DP","Yes, with A-GPS",No,2.0,Accelerometer,MP3/WAV/WMA/eAAC+ player MP4/WMV/H.264 player Pocket Office  Voice memo Predictive text input,Up to 4 h,Black,About 80 EUR,HSDPA 2100,,HSPA 7.2/2 Mbps,No,,Removable Li-Po 970 mAh battery,,Up to 400 h,,,,,,,,,,,,,HTML,QWERTY
acer,Acer beTouch E110,https://cdn2.gsmarena.com/vv/bigpic/acer-e110.jpg,GSM / HSPA,GSM 850 / 900 / 1800 / 1900,Class 10,Class 10,"2010, February. Released 2010, March",Discontinued,103.5 x 54 x 13.4 mm (4.07 x 2.13 x 0.53 in),105 g (3.70 oz),Mini-SIM,HSDPA 850 / 1900,"TFT resistive touchscreen, 256K colors (65K effective)","2.8 inches, 24.3 cm2 (~43.4% screen-to-body ratio)","240 x 320 pixels, 4:3 ratio (~143 ppi density)",Android 1.5 (Cupcake),,ST Ericsson PNX6715 416MHz,microSD (dedicated slot),"256 MB RAM, 256 MB",3.15 MP,Yes,,,Yes,Yes,No,"2.0, A2DP","Yes, with A-GPS",Stereo FM radio,2.0,,No,,"Black, Dark Blue",About 70 EUR,HSDPA 900 / 2100,,HSPA 3.6/0.384 Mbps,,,Removable Li-Ion 1500 mAh battery,,,,,,,,,,,,,,,HTML,
acer,Acer Liquid,https://cdn2.gsmarena.com/vv/bigpic/acer-liquid-new.jpg,GSM / HSPA,GSM 850 / 900 / 1800 / 1900,Class 10,Class 10,"2009, October. Released 2009, December",Discontinued,115 x 62.5 x 12.5 mm (4.53 x 2.46 x 0.49 in),135 g (4.76 oz),Mini-SIM,Acer UI 3.0,"TFT capacitive touchscreen, 256K colors","3.5 inches, 34.9 cm2 (~48.5% screen-to-body ratio)","480 x 800 pixels, 5:3 ratio (~267 ppi density)",Android 1.6 (Donut),Qualcomm QSD8250 Snapdragon S1,768 MHz Scorpion,"microSD, up to 32 GB (dedicated slot)","256 MB RAM, 512 MB","5 MP, AF",480p@20fps,,,Yes,Yes,Wi-Fi 802.11 b/g,"2.0, A2DP","Yes, with A-GPS",No,miniUSB,"Accelerometer, proximity",No,Up to 5 h,"Black, White, Red",About 90 EUR,HSDPA 900 / 1900 / 2100,,HSPA 7.2/2 Mbps,Adreno 200,,Removable Li-Ion 1350 mAh battery,,Up to 400 h,,,Photo,Voice 72dB / Noise 72dB / Ring 83dB,Noise -82.3dB / Crosstalk -80.3dB,,,,,,,1.11 W/kg (head)     0.35 W/kg (body),HTML,
acer,Acer neoTouch,https://cdn2.gsmarena.com/vv/bigpic/acer-neo-touch-new.jpg,GSM / HSPA,GSM 850 / 900 / 1800 / 1900,Class 10,Class 10,"2009, October. Released 2009, October",Discontinued,118.6 x 63 x 12 mm (4.67 x 2.48 x 0.47 in),130 g (4.59 oz),Mini-SIM,Acer UI 3.0,"TFT resistive touchscreen, 65K colors","3.8 inches, 41.1 cm2 (~55.0% screen-to-body ratio)","480 x 800 pixels, 5:3 ratio (~246 ppi density)",Microsoft Windows Mobile 6.5 Professional,Qualcomm QSD8250 Snapdragon S1,1.0 GHz Scorpion,"microSD, up to 32 GB (dedicated slot)","256 MB RAM, 512 MB ROM","5 MP, AF",480p,,,Yes,Yes,Wi-Fi 802.11 b/g,"2.1, A2DP","Yes, with A-GPS","Stereo FM radio, RDS",miniUSB,"Accelerometer, proximity",,Up to 5 h,Black,About 210 EUR,HSDPA 900 / 1900 / 2100,,HSPA 7.2/5.76 Mbps,Adreno 200,LED flash,Removable Li-Po 1350 mAh battery,,Up to 400 h,,,Photo,Voice 58dB / Noise 59dB / Ring 69dB,Noise -84.1dB / Crosstalk -81.8dB,,,,,,,1.23 W/kg (head)     0.72 W/kg (body),HTML,
acer,Acer beTouch E200,https://cdn2.gsmarena.com/vv/bigpic/acer-be-touch-e200.jpg,GSM / HSPA,GSM 850 / 900 / 1800 / 1900,Class 10,Class 10,"2009, October. Released 2009, October",Discontinued,110 x 53.5 x 15.4 mm (4.33 x 2.11 x 0.61 in),146 g (5.15 oz),Mini-SIM,,"TFT, 65K colors","3.0 inches, 25.6 cm2 (~43.5% screen-to-body ratio)","240 x 400 pixels, 5:3 ratio (~155 ppi density)",Microsoft Windows Mobile 6.5 Professional,Qualcomm MSM7225 Snapdragon S1,528 MHz ARM 11,microSD (dedicated slot),"256 MB RAM, 512 MB ROM",3.15 MP,Yes,,,Yes,No,No,"2.0, A2DP","Yes, with A-GPS",No,miniUSB,,MP3/WAV/WMA/eAAC+ player MP4/WMV/H.264 player Pocket Office  Voice memo Predictive text input,Up to 5 h,"Black, White",About 190 EUR,HSDPA 900 / 2100,,HSPA 3.6/0.384 Mbps,No,,Removable Li-Ion 1140 mAh battery,,Up to 400 h,,,,,,,,,,,,,HTML,
acer,Acer beTouch E100,https://cdn2.gsmarena.com/vv/bigpic/acer-be-touch-e100.jpg,GSM / HSPA,GSM 850 / 900 / 1800 / 1900,Class 10,Class 10,"2009, October. Released 2009, October",Discontinued,113 x 56 x 12.8 mm (4.45 x 2.20 x 0.50 in),118 g (4.16 oz),Mini-SIM,HSDPA 900 / 1900 / 2100,"TFT resistive touchscreen, 65K colors","3.2 inches, 29.1 cm2 (~46.1% screen-to-body ratio)","240 x 400 pixels, 5:3 ratio (~146 ppi density)",Microsoft Windows Mobile 6.5 Professional,Qualcomm MSM7225 Snapdragon S1,528 MHz ARM 11,microSD (dedicated slot),"256 MB RAM, 512 MB ROM",2 MP,320p,,,Yes,No,No,"2.0, A2DP","Yes, with A-GPS",No,miniUSB,,Acer UI 3.0 Scroll Wheel,Up to 5 h,Black,About 180 EUR,HSDPA 850 / 1900 / 2100,,HSPA 7.2/5.76 Mbps,No,,Removable Li-Ion 1140 mAh battery,,Up to 400 h,,,,,,,,,,,,0.69 W/kg (head)     0.80 W/kg (body),HTML,
acer,Acer beTouch E101,https://cdn2.gsmarena.com/vv/bigpic/acer-be-touch-e101.jpg,GSM,GSM 850 / 900 / 1800 / 1900,Class 10,Class 10,"2009, October. Released 2009, October",Discontinued,113 x 56 x 12.8 mm (4.45 x 2.20 x 0.50 in),118 g (4.16 oz),Mini-SIM,Scroll Wheel,"TFT resistive touchscreen, 65K colors","3.2 inches, 29.1 cm2 (~46.1% screen-to-body ratio)","240 x 400 pixels, 5:3 ratio (~146 ppi density)",Microsoft Windows Mobile 6.5 Professional,Qualcomm MSM7225 Snapdragon S1,528 MHz ARM 11,microSD (dedicated slot),"256 MB RAM, 512 MB ROM",2 MP,Yes,,,Yes,No,No,"2.0, A2DP","Yes, with A-GPS",No,miniUSB,,,Up to 5 h,Black,About 170 EUR,,,,No,,Removable Li-Ion 1140 mAh battery,,Up to 400 h,,,,,,,,,,,,0.34 W/kg (head)     0.79 W/kg (body),HTML,
acer,Acer DX650,https://cdn2.gsmarena.com/vv/bigpic/acer-dx650.jpg,GSM,GSM 900 / 1800 / 1900,Class 10,Class 10,"2009, June. Released 2009, June",Discontinued,109.6 x 59 x 15.6 mm (4.31 x 2.32 x 0.61 in),133 g (4.69 oz),Mini-SIM,"Secondary 1.27"" OLED display (128 x 96 pixel resolution) Handwriting recognition","TFT resistive touchscreen, 65K colors","2.8 inches, 24.3 cm2 (~37.5% screen-to-body ratio)","240 x 320 pixels, 4:3 ratio (~143 ppi density)",Microsoft Windows Mobile 6.1 Professional,,Samsung S3C 6410 533 MHz,microSD (dedicated slot),,2 MP,No,,,Yes,No,Wi-Fi 802.11 b/g,"2.0, A2DP","Yes, SiRF Star III chipset",FM radio,miniUSB,Accelerometer,No,Up to 4 h,Black,About 150 EUR,,,,,,Removable Li-Ion 1260 mAh battery,,Up to 150 h,,,,,,,,,,,,,HTML,
acer,Acer M900,https://cdn2.gsmarena.com/vv/bigpic/acer-m900.jpg,GSM / HSPA,GSM 850 / 900 / 1800 / 1900,Class 10,Class 10,"2009, February. Released 2009, June",Discontinued,119 x 62 x 17.1 mm (4.69 x 2.44 x 0.67 in),188 g (6.63 oz),Mini-SIM,Widget-based UI Handwriting recognition,"TFT resistive touchscreen, 65K colors","3.8 inches, 41.1 cm2 (~55.7% screen-to-body ratio)","480 x 800 pixels, 5:3 ratio (~246 ppi density)",Microsoft Windows Mobile 6.1 Professional,,533 MHz Samsung S3C 6410,microSD (dedicated slot),,"5 MP, AF",Yes,VGA videocall camera,,Yes,No,Wi-Fi 802.11 b/g,"2.0, A2DP","Yes, SiRF Star III chipset",FM radio,miniUSB,Fingerprint (front-mounted),Pocket Office  Voice memo MP3 player Predictive text input,Up to 4 h,Black,About 250 EUR,HSDPA 850 / 1900 / 2100,,HSPA 7.2/2 Mbps,,LED flash,Removable Li-Ion 1530 mAh battery,,Up to 470 h,,,,,,,,,,,,0.43 W/kg (head)     0.92 W/kg (body),HTML,QWERTY
acer,Acer F900,https://cdn2.gsmarena.com/vv/bigpic/acer-f900.jpg,GSM / HSPA,GSM 850 / 900 / 1800 / 1900,Class 10,Class 10,"2009, February. Released 2009, June",Discontinued,117.5 x 63.5 x 15.8 mm (4.63 x 2.5 x 0.62 in),150 g (5.29 oz),Mini-SIM,Widget-based UI Handwriting recognition,"TFT resistive touchscreen, 65K colors","3.8 inches, 41.1 cm2 (~55.1% screen-to-body ratio)","480 x 800 pixels, 5:3 ratio (~246 ppi density)",Microsoft Windows Mobile 6.1 Professional,,533 MHz Samsung S3C 6410,microSD (dedicated slot),"128 MB RAM, 256 MB ROM","3.15 MP, AF",480p,,,Yes,No,Wi-Fi 802.11 b/g,"2.0, A2DP","Yes, SiRF Star III chipset","Stereo FM radio, RDS",miniUSB 2.0,Accelerometer,No,Up to 4 h,Black,About 210 EUR,HSDPA 850 / 1900 / 2100,,HSPA 7.2/2 Mbps,,LED flash,Removable Li-Ion 1530 mAh battery,,Up to 150 h,,,,,,,,,,,,0.59 W/kg (head)     0.82 W/kg (body),HTML,
acer,Acer X960,https://cdn2.gsmarena.com/vv/bigpic/acer-x960.jpg,GSM / UMTS,GSM 850 / 900 / 1800 / 1900,Class 10,Class 10,"2009, February. Released 2009, April",Discontinued,106.4 x 59 x 13.7 mm (4.19 x 2.32 x 0.54 in),131.5 g (4.62 oz),Mini-SIM,Widget-based UI Handwriting recognition,"TFT resistive touchscreen, 65K colors","2.8 inches, 24.3 cm2 (~38.7% screen-to-body ratio)","480 x 640 pixels, 4:3 ratio (~286 ppi density)",Microsoft Windows Mobile 6.1 Professional,,533 MHz Samsung S3C 6410,"microSD, up to 8 GB (dedicated slot)","128 MB RAM, 256 MB ROM","3.15 MP, AF",Yes,VGA,,Yes,No,Wi-Fi 802.11 b/g,"2.0, A2DP, EDR","Yes, SiRF Star III chipset",No,miniUSB,,MP4/MP3/WMA/WMV player Document viewer Photo viewer Voice memo Predictive text input,Up to 4 h 40 min,Black,About 270 EUR,UMTS 850 / 1900 / 2100,,HSPA 7.2/2 Mbps,,LED flash,Removable Li-Po 1530 mAh battery,,Up to 245 h,,,,,,,,,,1.32 W/kg (head),,,HTML,
acer,Acer DX900,https://cdn2.gsmarena.com/vv/bigpic/acer-dx900.jpg,GSM / HSPA,GSM 850 / 900 / 1800 / 1900 - SIM 1,Class 10,Class 10,"2009, February. Released 2009, April",Discontinued,106 x 60.5 x 17 mm (4.17 x 2.38 x 0.67 in),147 g (5.19 oz),Dual SIM (Mini-SIM),GSM 900 / 1800 / 1900 - SIM 2,"TFT resistive touchscreen, 65K colors","2.8 inches, 24.3 cm2 (~37.9% screen-to-body ratio)","480 x 640 pixels, 4:3 ratio (~286 ppi density)",Microsoft Windows Mobile 6.1 Professional,,533 MHz Samsung S3C 6410,microSD (dedicated slot),"128 MB RAM, 256 MB ROM","3.15 MP, AF",Yes,VGA videocall camera,,Yes,No,Wi-Fi 802.11 b/g,"2.0, A2DP","Yes, SiRF Star III chipset",No,miniUSB,Accelerometer,Widget-based UI Handwriting recognition,Up to10 h,Black,About 90 EUR,HSDPA 850 / 1900 / 2100 - SIM 1,,HSPA 7.2/0.384 Mbps,,LED flash,Removable Li-Po 1530 mAh battery,,Up to 150 h,,,,,,,,,,,,,HTML,
